st,rain-max,rain-avg,rain-sum,press-max,press-min,press-avg,RH-max,RH-avg,RH-min,temp-max,temp-avg,temp-min,wind-max,wind-avg,wind-min,NDVI,runoff,extreme,latitude,longitude,date,shape,loc,scale
3117,36.17159665,3.960555245,120.0673906,1015.76106,1007.462243,1011.596423,97.70884835,90.44079976,79.17189227,36.08363405,32.76827897,20.16727663,34.68727239,23.59481077,20.16727663,0.64871478,10.00323517,142.8569209,14.5526,102.5857,9/1/2020,0.00262794,23.01195251,22.44111707
3118,35.78047673,3.918738111,118.8333177,1015.741664,1007.453482,1011.590093,97.79394895,90.57794609,78.97214967,35.9334275,32.66570698,20.36083674,39.59959301,23.86613692,20.36083674,0.644350483,9.282469022,135.7578218,14.7927,102.8492,9/1/2020,0.050342234,23.55936466,22.16789081
3119,35.73334295,3.862470153,117.0533278,1015.587191,1007.370485,1011.48876,97.47927337,89.61211866,77.9722798,35.27854237,31.99570036,21.36943434,62.4974304,25.78606628,21.36943434,0.608073277,9.907696147,98.17419525,15.5744,102.8462,9/1/2020,0.213430928,25.50740591,22.35204783
3120,35.95949668,3.93645819,119.3517657,1015.708028,1007.47663,1011.580591,97.58743265,90.22288688,78.83470866,35.83900991,32.54447109,20.53486038,41.52905263,24.1634463,20.53486038,0.710865698,10.47770828,134.555647,14.2393,102.7057,9/1/2020,0.062351876,23.92743509,22.35277952
3121,36.48259009,3.897942632,118.0214085,1015.699345,1007.535286,1011.588737,98.30314812,90.58994145,78.71559232,36.2958597,33.05827027,20.22492769,37.79857328,23.93390118,20.22492769,0.58445668,8.449290663,119.2345122,15.1118,103.1858,9/1/2020,0.058997816,22.55479954,21.59871759
3122,36.4177298,3.930849181,119.0863988,1015.681606,1007.507783,1011.576462,98.26088426,90.61500502,78.78806032,36.14437644,32.99861048,20.19886738,40.69529588,23.94629461,20.19886738,0.598923262,8.272033405,116.3168985,15.3167,103.1273,9/1/2020,0.089809234,23.09486728,21.74135886
3123,35.86917142,3.964419414,120.2841054,1015.877723,1007.401983,1011.613666,98.2231695,91.18166999,79.49465795,36.22300757,32.82202728,19.94529632,29.02033013,23.18665199,19.94529632,0.586241416,10.00630619,151.9257032,14.5614,102.8989,9/1/2020,-0.117753026,20.72390622,21.93910962
3201,33.03513999,3.350430301,100.8317538,1015.505895,1007.670816,1011.58226,97.01776964,89.03137012,74.89893162,35.12271196,32.41915533,22.74861329,75.06750969,26.59423728,22.74861329,0.469275327,7.635559184,100.7276731,14.8655,103.4596,9/1/2020,0.070772199,21.90978283,21.29304797
3202,34.65216069,3.799105197,115.0510589,1015.532847,1007.53908,1011.530551,97.86545474,89.92434235,77.514831,35.27627479,32.20461641,21.01585872,55.70010715,25.13996369,21.01585872,0.542154154,8.08172744,113.2691405,15.3782,103.4054,9/1/2020,0.1608076,24.46125269,20.70252486
3203,28.13425281,3.170693987,95.50668266,1015.176761,1007.869307,1011.480339,97.22341848,88.01094833,72.75211174,33.23811256,30.50417186,22.66907832,81.29912271,27.41801408,22.66907832,0.679856811,6.60754181,112.8184851,15.3021,103.663,9/1/2020,-0.111500021,18.41462022,17.28695607
3204,33.70874968,3.648877967,110.4083123,1015.463823,1007.655488,1011.540757,97.36238514,89.42275824,76.60807011,34.94717131,31.82889665,21.57547921,62.26475894,25.80329088,21.57547921,0.577203038,8.320571013,118.8539414,15.1264,103.6016,9/1/2020,0.128402175,24.17807797,20.28348929
3205,35.22290416,3.727658756,112.8085765,1015.570292,1007.598682,1011.576358,97.23414412,89.83306091,77.81676126,35.60861655,32.50495648,21.23831616,55.86124929,25.2235077,21.23831616,0.564269419,9.305168426,120.4721952,14.6346,103.42,9/1/2020,0.11419419,24.23467765,21.86694828
3206,35.56594754,3.83328916,116.0502805,1015.563216,1007.570129,1011.56901,97.29154009,89.867237,78.03649512,35.37985861,32.24833349,21.25119284,57.15166276,25.27524298,21.25119284,0.625430368,10.22736328,122.0028989,14.4823,103.5694,9/1/2020,0.122989287,24.57376694,21.9003355
3207,32.39529988,3.724855573,112.560879,1015.342961,1007.628187,1011.499855,97.40479818,89.18285931,76.02355265,34.01292448,31.00119471,22.03121396,75.1570251,26.59323702,22.03121396,0.584557323,9.202534714,115.3559005,15.34,103.893,9/1/2020,0.113876145,23.31489658,19.61776036
3208,33.55495143,3.707353957,112.1381267,1015.404304,1007.669588,1011.535807,97.29020762,89.21755252,76.26747545,34.35565414,31.25716622,21.98430997,70.71980549,26.33758889,21.98430997,0.582853683,9.031915554,123.8845152,15.1425,103.7902,9/1/2020,0.094632337,23.51853765,20.18570685
3209,35.35175773,3.892258902,117.7483814,1015.471418,1007.630655,1011.573388,97.22052634,89.57766913,77.58900741,34.64139434,31.456472,21.83959666,68.32680899,26.01693152,21.83959666,0.513219312,9.320878733,132.7414429,15.0332,103.8174,9/1/2020,0.042887911,23.083757,21.18268706
3210,35.73405727,3.886870757,117.6652358,1015.544415,1007.576304,1011.569967,97.2595356,89.83799127,78.08248313,35.2414776,32.03996506,21.37617137,59.40523473,25.44721312,21.37617137,0.566575565,10.33588388,124.2564582,14.553,103.7487,9/1/2020,0.109771872,24.37824774,21.93303671
3211,35.6400593,3.816967562,115.3987091,1015.551204,1007.608952,1011.577903,97.20850622,89.90726811,78.15250207,35.47531363,32.34872341,21.20533626,56.65462033,25.19353432,21.20533626,0.565853093,9.52737761,125.5052937,14.7166,103.6952,9/1/2020,0.08900538,24.00883712,21.9147188
3212,37.19862393,4.109245834,123.8057978,1015.486357,1007.649314,1011.620747,97.05645268,89.55636817,78.28252497,34.32770013,30.83233782,22.39232761,74.8150434,26.48985226,22.39232761,0.552492477,9.05800573,153.1861234,15.0541,103.9391,9/1/2020,-0.271304741,18.22587019,20.2125645
3213,36.1848551,4.015160533,121.6147129,1015.524101,1007.548511,1011.565226,97.27589787,89.79843085,78.16718272,34.87513881,31.64579433,21.55935022,63.52621295,25.73072604,21.55935022,0.804249457,11.03856446,124.9526754,14.4038,103.9956,9/1/2020,0.099383312,24.33652102,22.14004511
3214,35.54458899,3.848614644,116.3504825,1015.606824,1007.533001,1011.568286,97.41371493,89.96846666,78.18006956,35.50687785,32.3167559,21.08001628,53.14125148,25.02677312,21.08001628,0.620019464,10.33637494,123.1551413,14.4179,103.3117,9/1/2020,0.128583861,24.72965526,21.9300316
3215,36.27689982,3.970730791,120.1380264,1015.513708,1007.608696,1011.586466,97.18819179,89.74003797,78.17848184,34.85653745,31.58717688,21.807055,65.72103258,25.83789308,21.807055,0.666459401,9.931514502,134.8383133,14.7897,103.8855,9/1/2020,0.028442052,23.03441215,21.86585659
3216,35.01206126,3.750896891,113.4887883,1015.532868,1007.634388,1011.572663,97.24144158,89.87919746,77.91156152,35.49668176,32.43763167,21.13496625,55.84154374,25.10699297,21.13496625,0.569618877,8.728806378,123.4996229,15.0122,103.625,9/1/2020,0.089079172,23.9011952,21.37468792
3217,34.60435807,3.879827431,117.3994669,1015.421195,1007.633267,1011.556632,97.26605291,89.3884219,77.25653703,34.2830144,31.08198392,22.11115055,72.9285176,26.40155287,22.11115055,0.586846988,9.376145298,129.9677748,15.1699,103.904,9/1/2020,0.044879608,22.86329667,20.69777211
3301,37.90699305,4.416200866,133.8954804,1015.425464,1007.595252,1011.598215,97.22460114,89.90495922,78.59401086,34.12360566,30.93010069,21.90760688,75.30009775,26.44207539,21.90760688,0.581613932,11.57006121,137.6749193,15.1236,104.447,9/1/2020,-0.044224182,22.30899106,22.36177456
3302,37.4995772,4.403398204,133.6085083,1015.410007,1007.5715,1011.582228,97.31393111,89.96687681,78.58678638,34.07376225,30.90284802,21.82213395,76.63550855,26.45793489,21.82213395,0.519274334,11.31683367,132.5599561,15.2348,104.4316,9/1/2020,-0.03395629,22.25647749,22.10516688
3303,39.52540051,4.613926214,139.9189623,1015.404319,1007.653966,1011.640006,97.10461741,89.95400875,78.8426647,34.02935867,30.93975923,21.9714606,75.98908532,26.53832243,21.9714606,0.596285662,12.13365263,146.9530893,15.0806,104.5686,9/1/2020,-0.102043367,22.00171556,22.94297613
3304,38.32547894,4.388066299,133.0406846,1015.448868,1007.567408,1011.587842,97.13608576,89.77937326,78.44180834,34.10822895,30.99472869,21.81218783,70.87471079,26.17532759,21.81218783,0.598056448,9.862286751,135.1460476,14.5877,104.7082,9/1/2020,0.001427143,23.57890882,23.1108766
3305,37.04410802,4.136935957,125.5164879,1015.489967,1007.594391,1011.593866,97.16753759,89.70636656,78.35328718,34.4654092,31.11313549,22.02621962,70.90288319,26.21149974,22.02621962,0.562497804,10.49797455,139.5255628,14.7488,104.1959,9/1/2020,-0.047787498,21.91635421,21.88671949
3306,37.32316845,4.220018514,127.9633049,1015.47327,1007.582537,1011.588408,97.18062611,89.75413782,78.3795877,34.35076056,31.07542591,21.94958183,71.65247928,26.22691792,21.94958183,0.573121102,10.85364382,137.7890694,14.7751,104.3423,9/1/2020,-0.027206304,22.4208731,22.19910706
3307,37.62940226,4.148108312,125.4599854,1015.500192,1007.644803,1011.629662,97.02862263,89.59908716,78.52165205,34.36967873,30.82779668,22.39994845,74.43278828,26.46861058,22.39994845,0.56414902,9.513194578,155.7028457,14.8776,104.0085,9/1/2020,-0.322162431,17.51918969,20.07749588
3308,37.13621755,4.198572026,127.2352386,1015.483097,1007.552302,1011.574093,97.22227166,89.78209113,78.32148272,34.43682026,31.23090356,21.76330477,68.72250642,26.05091059,21.76330477,0.752128251,11.00207252,130.0800345,14.5275,104.3981,9/1/2020,0.044431724,23.74536754,22.52293268
3309,34.84455274,4.137501154,125.4683124,1015.403936,1007.507014,1011.510714,97.56649261,89.90364617,78.01234801,34.09360939,30.84298217,21.75319596,77.14095543,26.45278432,21.75319596,0.588338036,10.58723211,116.4318915,15.3564,104.1862,9/1/2020,0.053720799,22.51816277,20.82178631
3310,37.03673677,4.163546651,125.8670467,1015.471467,1007.618907,1011.604367,97.14457519,89.64255074,78.38642023,34.26062832,30.8034404,22.30946766,75.37814786,26.50056297,22.30946766,0.600836261,9.797855701,146.4913105,15.1349,104.1582,9/1/2020,-0.185198738,19.49520952,20.81547607
3311,34.93328693,4.015302501,121.6253789,1015.418557,1007.553066,1011.528053,97.42023442,89.6468948,77.56783586,34.20597978,30.96232782,21.90677014,74.9673616,26.43230993,21.90677014,0.587955997,10.31681096,123.2764635,15.3037,104.0599,9/1/2020,0.05154124,22.80115116,20.90692687
3313,40.00785869,4.607238587,139.697061,1015.403367,1007.65128,1011.633508,97.01484533,89.83169264,78.71812983,33.88763653,30.85281126,21.98315079,74.7369396,26.43459596,21.98315079,0.574779957,12.24434011,149.509825,14.901,104.6848,9/1/2020,-0.10586697,22.27439677,23.34055286
3314,37.92937564,4.317295321,131.0583533,1015.451665,1007.584315,1011.591798,97.16640227,89.79003291,78.45301553,34.21182732,31.02738458,21.89518183,72.24212677,26.25473782,21.89518183,0.583678224,11.19839804,137.5950595,14.7956,104.4828,9/1/2020,-0.017430837,22.92206102,22.65381968
3315,38.39149177,4.403297972,133.4707996,1015.433808,1007.604479,1011.603969,97.14954967,89.83291575,78.55905328,34.1249072,30.95586239,21.93548337,73.8812273,26.36919176,21.93548337,0.608231872,11.83266687,140.7685819,14.9386,104.5035,9/1/2020,-0.045627905,22.57676194,22.7288697
3316,37.62432109,4.189677227,126.8422358,1015.485829,1007.628443,1011.621421,97.06947278,89.63144526,78.52127768,34.27961958,30.78189269,22.3485267,75.26020177,26.50372016,22.3485267,0.534762941,9.396208556,152.4663176,14.9724,104.2109,9/1/2020,-0.267164474,18.34579426,20.54167611
3317,36.5111354,4.06494611,123.1133463,1015.506172,1007.564328,1011.573527,97.23988296,89.76682073,78.21471936,34.69082726,31.44414766,21.72244966,66.57738205,25.91449287,21.72244966,0.544847689,10.85696992,129.6904312,14.5464,104.1019,9/1/2020,0.058036792,23.685686,22.15915078
3318,36.37134492,4.088628161,123.8180624,1015.460059,1007.621265,1011.593426,97.18943597,89.57576319,78.07067547,34.2765725,30.85868371,22.26659952,74.75473783,26.48549217,22.26659952,0.577372935,9.463194792,141.6343257,15.1693,104.0422,9/1/2020,-0.109413843,20.60810874,20.94016021
3319,39.45173207,4.518172596,138.0242702,1015.416616,1007.613761,1011.612631,97.04677856,89.78856276,78.57359473,33.91978918,30.87255034,21.91589042,73.48543794,26.32361538,21.91589042,0.602349452,11.25742369,144.8351196,14.7956,104.7111,9/1/2020,-0.068614005,22.76526533,23.32504335
3320,37.56385563,4.260759776,129.0932728,1015.460272,1007.592216,1011.594648,97.17407436,89.76107926,78.44598686,34.26186225,30.97877688,21.99810289,73.08213706,26.32993782,21.99810289,0.560841965,10.97109709,139.5709676,14.9098,104.3774,9/1/2020,-0.046770364,22.14347847,22.2125146
3321,35.61533722,4.038943546,122.3286921,1015.438603,1007.590379,1011.553559,97.31014429,89.61417238,77.81946441,34.24943201,30.94974576,22.08199292,74.59517148,26.4327504,22.08199292,0.576936104,10.08278953,131.5380576,15.2359,104.066,9/1/2020,-0.007771984,22.07257282,21.07920005
3322,33.39637671,4.107923362,124.6565056,1015.366243,1007.434316,1011.462546,97.82331691,90.03428649,77.91150785,33.92821395,30.67811493,21.56477137,80.22671765,26.55357353,21.56477137,0.587042444,10.67233439,103.936727,15.481,104.1252,9/1/2020,0.087068431,22.15286117,19.9366687
3401,44.17019598,5.102893311,155.1209159,1015.35808,1007.898746,1011.787471,96.86777638,90.35569358,80.00357157,34.34272834,31.33325772,22.33077687,80.85909228,27.07672528,22.33077687,0.615568084,11.92481117,180.3038743,15.3355,104.8023,9/1/2020,-0.467786708,17.20085355,21.80208936
3402,39.79743974,4.698214815,142.6826961,1015.385221,1007.547671,1011.585203,96.96355443,89.65513393,78.49802779,33.27451639,30.29542998,21.77827382,73.92978935,26.20727413,21.77827382,0.562028246,13.59964297,138.9879856,15.5477,105.3219,9/1/2020,-0.110923589,22.34747732,23.51922718
3403,39.84511279,4.673308492,141.5700109,1015.395135,1007.535188,1011.582795,96.94654464,89.61400975,78.42827597,33.2894052,30.31621142,21.79830898,72.78268382,26.1746181,21.79830898,0.697227463,13.98779314,138.6931507,15.4485,105.4723,9/1/2020,-0.095408234,22.70849703,23.71381495
3404,37.61469565,4.492691709,136.3692123,1015.390988,1007.559191,1011.579031,97.35958273,90.12058993,78.78623176,34.00117856,30.85239945,21.68927948,78.42544503,26.51530889,21.68927948,0.5040591,11.85893173,130.8726376,15.3437,104.4973,9/1/2020,-0.054627642,21.86394298,21.97900992
3405,35.91684718,4.481282316,136.2491007,1015.447874,1007.334255,1011.492489,97.46300421,90.19682889,78.981921,33.85471729,30.63817394,21.17451147,70.91571591,25.93913891,21.17451147,0.621423698,14.92207562,106.7149738,16.0127,105.1307,9/1/2023,0.034967862,22.62405621,21.92023748
3407,41.13559708,4.726426052,143.2718151,1015.373115,1007.627251,1011.624661,96.80417852,89.52842003,78.40722904,33.28149375,30.37921055,21.98597989,74.1717285,26.30873037,21.98597989,0.581256575,11.76432486,156.0289165,14.839,105.1021,9/1/2020,-0.16475113,21.99772047,23.84692306
3408,39.12331311,4.511313099,136.8444455,1015.432611,1007.548822,1011.586383,97.04305425,89.70043142,78.41874774,33.78577959,30.74454362,21.80523609,71.00090667,26.15916396,21.80523609,0.643823491,12.31668036,136.6249948,14.5583,105.2281,9/1/2020,-0.02585439,23.57775474,23.61007537
3409,38.54447356,4.436594852,134.5579515,1015.449448,1007.539257,1011.580471,97.10919557,89.74627267,78.41509216,33.98044777,30.8928976,21.76582985,70.14453027,26.12539565,21.76582985,0.726505239,12.11134272,132.782898,14.4414,105.0625,9/1/2020,0.006517733,23.85560847,23.39048118
3410,39.5492354,4.565451255,138.5093174,1015.419882,1007.554505,1011.588142,96.98709044,89.65257546,78.39786135,33.60966427,30.61098751,21.83721855,71.49464747,26.16820214,21.83721855,0.756482426,12.70052615,139.2025561,14.7048,105.3933,9/1/2020,-0.05162724,23.3501505,23.76374848
3411,39.69100997,4.720244852,143.4020246,1015.369146,1007.559326,1011.591413,97.01378774,89.84744182,78.76968001,33.3423586,30.39951319,21.66672745,76.59713285,26.29774882,21.66672745,0.600474726,12.00972159,140.5119147,15.6048,105.0936,9/1/2020,-0.141206451,21.60594977,23.07237046
3412,36.08564341,4.553837153,138.4199547,1015.412282,1007.414402,1011.524925,97.46933487,90.33062708,79.19493536,33.84188972,30.67174881,21.11636461,76.96461371,26.14990572,21.11636461,0.626784971,12.92800007,107.3115594,15.8292,105.0499,9/1/2023,-0.017360777,21.74970697,21.51301206
3414,37.88416022,4.658591774,141.5754447,1015.370825,1007.562152,1011.587324,97.35202006,90.35995915,79.28932291,33.88039631,30.78486716,21.42613542,81.35274324,26.49547169,21.42613542,0.715481438,12.497127,129.3625267,15.5365,104.7263,9/1/2020,-0.115637745,20.81354368,21.71562947
3415,44.51848004,5.127594106,155.629339,1015.340975,1007.888965,1011.784116,96.7173502,90.14090634,79.71295636,33.88061377,31.09713984,22.37026212,79.86367498,27.0064183,22.37026212,0.63052747,11.63145053,184.3349055,15.1411,104.8663,9/1/2020,-0.463104174,17.57523541,22.31843683
3419,43.49014239,4.927883877,149.4469665,1015.29416,1007.669994,1011.624229,96.36661102,88.90056422,77.76550078,32.1267999,29.4488154,22.19662999,75.55657479,26.19196224,22.19662999,0.505342751,13.44374469,178.6534032,15.1186,105.1754,9/1/2020,-0.403882462,19.19532155,23.27680638
3420,42.69755238,4.900550058,148.7358782,1015.311687,1007.654889,1011.621904,96.51713416,89.09367945,78.00408728,32.4288264,29.64336461,22.10775501,75.85439132,26.23030652,22.10775501,0.580989223,13.58821792,170.2288746,15.3902,105.1778,9/1/2020,-0.334101686,19.93379436,23.4279558
3421,37.97047375,4.570837887,138.8694239,1015.424689,1007.445073,1011.544931,97.21182632,89.93895831,78.71580522,33.63501277,30.55505224,21.52235541,72.33258269,26.1005498,21.52235541,0.694989315,14.1117824,118.003516,15.7559,105.3347,9/1/2020,-0.016160463,23.00689196,22.98933088
3422,41.97840662,4.833337898,147.0574344,1015.365781,1007.726213,1011.679558,96.83351627,89.8102561,78.88799135,33.62601039,30.71777738,22.12722927,76.6783336,26.5867264,22.12722927,0.574636054,12.14668978,164.3426517,14.9843,104.8133,9/1/2020,-0.230663126,20.84895841,23.46347117
3424,44.33766618,5.001471235,151.7642947,1015.277871,1007.710698,1011.646095,96.30294466,88.94266759,77.9843819,32.10040628,29.46870689,22.24311811,76.913139,26.2830934,22.24311811,0.600641017,12.60176162,186.505387,15.362,105.0236,9/1/2020,-0.494774843,17.91773443,22.76083541
3425,41.20767691,4.733717601,143.6495879,1015.363454,1007.595371,1011.602607,96.74450309,89.41883354,78.2431272,32.97456342,30.15156248,21.95705797,73.7352478,26.20639715,21.95705797,0.544851589,13.64883027,154.5892171,15.1264,105.4138,9/1/2020,-0.180254357,21.90913932,23.90803532
3426,39.86954895,4.593143271,139.2936924,1015.408297,1007.609421,1011.61295,96.98001593,89.69727301,78.50729237,33.72389195,30.7002814,21.91771423,73.05287344,26.28919984,21.91771423,0.607596883,11.67357644,146.0460125,14.7312,104.919,9/1/2020,-0.081133821,22.83626684,23.60600431
3429,43.75280171,4.964235236,150.5466287,1015.299272,1007.712351,1011.652679,96.41063014,89.09347545,78.10002007,32.39717758,29.7139798,22.23601587,76.37926409,26.33296064,22.23601587,0.558331324,12.41210293,180.8903373,15.0649,105.0273,9/1/2020,-0.409877058,19.00670976,23.23010291
3430,36.81715752,4.506535875,136.9653312,1015.45019,1007.368796,1011.514065,97.35239224,90.06785867,78.81341351,33.7949312,30.62691742,21.35772223,70.29498693,25.99036344,21.35772223,0.528159221,14.81646602,102.7031919,15.9428,105.2815,9/1/2020,0.03482183,23.21211924,22.58274202
3431,42.71841169,4.949810264,150.4107134,1015.337271,1007.735065,1011.689135,96.76940726,89.85046816,79.06269295,33.41320443,30.57379239,22.0698847,78.78912039,26.6429534,22.0698847,0.530915467,12.06700539,169.5536958,15.4379,104.9047,9/1/2020,-0.325163018,19.47492795,22.9938023
3432,45.33861046,5.018092705,152.0671193,1015.21597,1007.653495,1011.591691,95.86933696,88.1216073,76.82078504,30.67339311,28.41247952,22.32328361,75.13111462,25.9172258,22.32328361,0.61197375,12.971271,198.7333233,15.226,105.0654,9/1/2020,-0.726854674,15.36740966,21.38977825
3433,38.9210878,4.466218615,135.8264067,1015.434724,1007.568243,1011.591553,97.07556563,89.74482207,78.4499679,33.93097121,30.87061424,21.82229571,71.40198554,26.18739617,21.82229571,0.767766628,11.42254386,137.9237203,14.576,104.8985,9/1/2020,-0.02297208,23.46347632,23.40105322
3501,27.67563309,4.202234658,128.0871763,1015.195689,1007.292327,1011.348532,98.85468954,90.89540694,78.36576329,32.70657929,29.23159194,21.18148433,99.59228476,27.27065231,21.18148433,0.599807882,12.55840316,85.29318158,15.8642,104.1563,8/1/2019,-0.042884153,15.80134985,15.43958435
3502,31.36892014,4.218285215,128.3799403,1015.307439,1007.269558,1011.374115,98.35334443,90.57472596,78.47320121,33.52964145,30.11848612,21.22503118,88.03898886,26.80368913,21.22503118,0.602350632,13.56213309,97.90559788,15.9858,104.19,8/1/2019,0.034000225,19.65231422,18.38405842
3503,30.69821593,4.366364097,132.8263636,1015.323823,1007.306419,1011.425147,98.30210929,91.01370627,79.40906569,33.71825941,30.45187312,20.62179496,91.01879912,26.52454945,20.62179496,0.579748865,11.76350062,104.5056185,15.954,104.3824,9/1/2023,-0.021889156,18.30563752,17.51378171
3504,30.39454094,4.258591286,129.6096926,1015.280812,1007.340472,1011.407691,98.38407356,90.72303031,78.60703668,33.31464197,29.91155452,21.13252011,91.98683681,26.88973906,21.13252011,0.557705008,11.7502028,85.25756868,15.6572,104.3278,8/1/2019,0.000288218,18.33726164,17.39082485
3505,29.46401382,4.298866986,130.8398193,1015.271727,1007.316568,1011.399015,98.50516003,90.96153741,78.93150119,33.32735657,29.90569539,20.88308505,95.13642444,26.8715161,20.88308505,0.566793489,10.67574034,93.08529905,15.8186,104.3706,9/1/2023,-0.031869744,17.23321414,16.60584768
3506,33.3822693,4.238687864,128.7624533,1015.355139,1007.41669,1011.46742,97.89534769,90.29015256,78.39777101,33.79526868,30.51089896,21.40844987,82.93977288,26.59701792,21.40844987,0.510799281,11.39253046,101.9659494,15.4997,104.2847,9/1/2020,0.043108968,21.15348862,19.68745336
3507,35.3202721,4.296144468,130.3881166,1015.393732,1007.489264,1011.522902,97.58625971,90.09929526,78.45281904,34.00622916,30.77282628,21.59546401,78.69152407,26.47613078,21.59546401,0.577169177,11.30999869,116.1755551,15.3828,104.3432,9/1/2020,0.025073671,22.11519821,20.97010489
3508,33.65044467,4.376285329,133.1732756,1015.424234,1007.222907,1011.428904,97.79667221,90.44747808,79.11306762,33.92068583,30.60285324,20.90558831,74.39207092,25.93590073,20.90558831,0.552659148,15.58215016,114.7451336,16.2028,104.519,9/1/2023,0.012881946,20.87609484,20.09213935
3509,32.03213855,4.384943417,133.4002844,1015.379704,1007.284164,1011.435433,98.064703,90.86153037,79.57683091,34.01494652,30.67690266,20.56080306,85.25747257,26.26405614,20.56080306,0.674652696,13.87827609,115.2389486,16.0804,104.4382,9/1/2023,-0.016913195,19.33913099,18.5436952
3601,34.02592773,3.426044092,104.2014468,1015.572125,1007.30151,1011.408964,95.06031165,85.01553969,72.28122048,35.90148717,32.24569763,22.74171195,82.28162762,27.75591162,22.74171195,0.588519449,13.60979558,130.1406683,15.8847,102.0353,9/1/2019,-0.187539973,17.38451444,19.25078777
3602,34.32085916,3.523881856,107.1399652,1015.585822,1007.314183,1011.432003,95.52037981,86.03259386,73.47261119,35.73334649,32.15086393,22.48758849,76.97955034,27.28722223,22.48758849,0.55474077,13.44067099,119.3333418,15.8144,101.842,9/1/2019,-0.048338854,20.06324872,20.3069042
3603,34.82174779,3.606601522,110.332465,1015.607988,1007.300051,1011.443751,96.08709632,86.89890325,74.97599779,35.50778706,32.01717985,22.24674618,74.33398278,27.08028579,22.24674618,0.569002334,13.70527171,109.6680889,15.9112,102.2594,9/1/2019,0.05511442,22.18362552,21.12074426
3604,35.14853217,3.759443406,114.0144234,1015.654549,1007.25164,1011.460152,96.616972,88.27486945,76.54736475,35.15396086,31.69170096,22.00890616,69.45863274,26.65212551,22.00890616,0.661222165,17.68518411,95.21211785,16.2391,101.9224,9/1/2019,0.169620483,24.54103418,22.03805637
3605,35.1559198,3.804204447,115.2327348,1015.661908,1007.265053,1011.47065,96.68567845,88.56408372,76.86133869,35.08894509,31.65330776,21.90861363,65.7481662,26.38702584,21.90861363,0.757720349,17.91775328,89.97976738,16.2115,101.62,9/1/2019,0.205425425,25.26186444,22.32739503
3606,34.48057511,3.591506965,108.7857619,1015.586134,1007.364063,1011.462769,95.90757538,86.93543484,75.14625183,35.66877757,32.18427277,22.0606507,69.93397732,26.66235021,22.0606507,0.524392285,11.54840621,109.4119175,15.5919,101.8479,9/1/2019,0.04440138,21.9546721,20.93044146
3607,34.64532209,3.67853994,111.5238328,1015.587465,1007.431651,1011.502365,96.41250098,88.1184499,77.06417897,35.55997508,32.18089944,21.63499892,61.45651274,26.00340815,21.63499892,0.688174982,11.3849223,103.3647232,15.4748,101.6254,9/1/2020,0.142253117,23.99176647,21.72117087
3608,34.77086629,3.667926468,111.3358967,1015.611701,1007.325903,1011.463604,96.22669258,87.47812783,75.70819325,35.44290376,31.98536786,22.04615089,68.89621668,26.65774721,22.04615089,0.691772183,14.21952563,101.6979233,15.8554,101.643,9/1/2019,0.110188184,23.34419575,21.46106307
3609,34.8557318,3.727355773,112.9271606,1015.609838,1007.374872,1011.492911,96.5074038,88.28444343,76.84422592,35.38828391,31.99988724,21.7894892,64.02271915,26.19710881,21.7894892,0.767042352,13.29989635,96.98892226,15.6915,101.4556,9/1/2020,0.170216681,24.5404185,21.95450027
3610,35.50713687,3.802283369,115.2598911,1015.684891,1007.220796,1011.464407,96.98132096,88.85728101,77.19334018,34.97765722,31.53446209,21.9903702,70.5096166,26.70973619,21.9903702,0.586539404,18.58975458,91.00840629,16.3513,102.153,9/1/2019,0.188978794,25.01483783,22.4151495
3611,36.02412788,3.791494898,114.8954642,1015.720745,1007.215927,1011.483417,97.17689725,88.97777523,77.43656897,34.93314989,31.48141944,22.06747476,73.95334904,26.98596115,22.06747476,0.66594056,18.47764236,98.07369146,16.378,102.3749,8/1/2019,0.133995331,24.14072096,22.37348296
3612,35.30797989,3.722531437,112.885979,1015.647504,1007.265921,1011.461361,96.63091972,88.08945799,76.27517896,35.23039869,31.76271,22.10005405,72.09339261,26.85164294,22.10005405,0.623787558,15.88433927,99.56856203,16.1204,102.2314,9/1/2019,0.137428657,23.90496257,21.88647134
3613,35.37076451,3.905877874,118.4647127,1015.732992,1007.168657,1011.467027,96.99822251,89.34952692,77.89244993,34.69799291,31.28970561,21.80047024,61.38721122,26.16062156,21.80047024,0.79191488,21.90774686,83.39277257,16.5873,101.703,8/1/2019,0.254962707,26.51370636,22.98229896
3614,35.06888297,3.784588755,114.7461343,1015.641223,1007.312953,1011.482463,96.6413956,88.49516016,76.93897904,35.19282013,31.79417823,21.8401181,64.46014961,26.27271102,21.8401181,0.789341309,15.98996364,90.08670053,15.9901,101.4146,9/1/2019,0.201898517,25.17184875,22.26843558
3615,34.44430689,3.572250538,108.5410544,1015.582684,1007.358848,1011.45728,95.86117451,86.7279404,74.80903306,35.70632088,32.20754542,22.11906982,69.99358309,26.7430964,22.11906982,0.494674688,10.85117496,111.0527132,15.5626,101.9972,9/1/2019,0.031768212,21.68222311,20.8317138
3616,34.67169399,3.665926727,111.2226217,1015.595416,1007.382521,1011.483624,96.24661481,87.74510696,76.28043854,35.53965119,32.11307008,21.84843393,65.92384717,26.31832975,21.84843393,0.592295555,12.24250591,100.0687995,15.6095,101.6547,9/1/2019,0.116273388,23.43813034,21.4809074
